Username,Review Text,Rating
Phillip,"Why.
The 15 points are because it's so bad it's funny and stupid horse was actually quite good",15
LasagnaZissou,"LasagnaZissou Review #13
I'm waiting for the day where my brain cells all agree to collectively become shitfaced crackheads so that I can listen to this music and unironically enjoy it. 1000 gecs is that kind of album that I can praise for being like nothing else but also the kind I can hate for sounding like the autotuned equivalent of a microwave holocaust. A deaf schizophrenic must've been in charge of the autotune on this thing because no way in hell would a sane person think this actually sounds good. Songs like Stupid Horse and gecgecgec are at the very least pretty fun and I can find myself enjoying them but other tracks like Money Machine are instant ear bleeders. The saving grace of this album is the fact that it's pretty short and not everything on here is flaming garbage. Stuff like Ringtone isn't bad or good, but I of course still have a problem with that obnoxious autotune. Basically this is just music that I can't get into and don't know if I ever will. I know this album is a grower for a lot of people, but to me this just sounds like the kind of music that the kid who played ""Earrape Roblox Death Sound Effect 10 Hours"" on the school bus would make.",30
LarryDavid,CUT THE TREE DOWN AND PUT IT IN A MUSEUM,75
chaifiend,"The first time I ever heard 100 gecs was when I saw them live. They were the first opener for Brockhampton, and they brought a small pine tree on stage with them. Dylan had on a wizard hat and neither of them wore shoes. They started with “stupid horse” and I’d never been so intrigued in my life. Halfway through their set, my sister (she was in the pit, I was in a seat) sent a text to my friend saying “I’m gonna kill myself.” It was one of the best live performances I’ve ever seen.
But the thing about hearing 100 gecs for the first time live is that it loses a lot of magic when you listen to it through earbuds. Without the bright light/wizard hat/pine tree accompaniments, I couldn’t help but cringe a little bit as I was reminded of Nightcore (I’m pretty sure that’s supposed to be the appeal of it, though). However, when you don’t think about it too much, 1000 gecs is extremely funny, catchy, and enjoyable. You just need to turn off your brain first which, honestly, feels real good to do nowadays. 1000 gecs also contains a lot of unique and well-timed sounds, such as at the end of “745 sticky”, and on the mildly unnerving interludes like “I Need Help Immediately” and “gecgecgec”. In an age where we’re so bombarded with media, this crazy album stands out and offers an escape from reality. I’m a big advocate for not taking yourself too seriously, which I think is what 100 gecs is all about. If their goal was to perplex and challenge the music world, they’ve surely done that, and they’ve done it pretty well.
Fave tracks: 745 sticky, money machine, stupid horse, ringtone",69
Case,"Well then. Wtf did I just listen to. That was weird af. 
Seriously, this is incredibly bizarre and strange. I honestly am not sure whether I hate this or like it and think it’s genius. I’m leaning more towards liking it I think. Is it a meme? Is it forward-thinking? Is it dumb and pointless? I have no fucking clue and I think that’s why I enjoy it.
The strange instrumentals filled with weird sound effects and stylistic switches partnered with weird, glitchy, pitched-up, and at times ear-rapey vocals keep this from feeling boring. It’s also a ridiculously catchy album at points and I’m not even sure how. While not everything hits and many things fall flat, I generally enjoy this weird ass album (...I think?).
Fav Tracks: 745 Sticky, Money Machine, Stupid Horse, Ringtone, Gec 2 Ü
Least Fav Tracks: I Need Help Immediately",75
indigofinn,Grating nonsense.,20
BruhMan,"gec gec gec gec got got got
1. 745 Sticky: 8 ✔️2. money machine: 9 ✔️3. 800db cloud: 8 ✔️4. I Need Help Immediately: 75. stupid horse: 8 ✔️6. xXXi_wud_nvrstøp_ÜXXx: 8 ✔️7. ringtone: 8 ✔️8. gecgecgec: 7 ❌9. hand crushed by a mallet: 8 ✔️10. gec 2 Ü: 8 ✔️",87
idontlikemusic,"Filled with catchy lines and exciting and strange genre mashups this album is a fun and irreverent ride, and at 23 minutes it doesn't overstay its welcome and keeps me wanting to come back.",83
Gudetrauma,"Edit: +2 points for replay value, also I can't wait to hear the ska song live in a week or twogecgecgecgecgotgotgotgothaha am funny",78
iAm7inches,i got an insurmountable migraine listening to this so i shoved a spoon in my ear in hope that the pain would go away,5
Pinball Gizzard,"I don't know what to say about this thing other than it be slappin sometimes and then the other times I'm just in awe at what the fuck I'm listening to...
That's not a bad thing it just...is annoying...it's really annoying",56
AdrianOst07,"There is no way people unironically like this album. WHAT THE FUCK IS THIS? THESE MFS ARE PERFORMING AT READING & LEEDS ONE OF THE BIGGEST UK FESTIVALS. Reading the reviews makes me feel like I'm the insane one here. If this is the music of the future, I rather cut off both of my ears or go on a rampage before jumping off a cliff. I will start a resistance movement and start uprisings at every 100 gecs concert. If these mf's can get signed by a label then anyone can. HOWWW JUST HOWWW. This is the most ADHD sounding shit I've ever heard. If diarrhea was music it would be 100 gecs",30
progressivehead,"Wowwwww, i cannot believe the praise behind this album, tf happened to music man, in the 60's we had John Lennon, in the 70's pink floyd, 80's michael jackson, 90's Nirvana, 00's Kanye, and now this shit! How did we get to this, it's unbelievably awful. Everything on this album is bad, there is cero redeeming qualities here, the samples are trash, the instrumentation is horrible, the production is too messy, and don't even get me started on the annoying voice. This is the worst album i have heard since Angelic 2 The Core, i cannot believe you guys are loving on this garbage. And i'll probably get a lot of hate for this, but this is the worst duo i have ever heard in my life. This is decent 0, not a light one because at least it has 2 seconds of fresh air in the album, and that's in stupid horse. The best thing about it is the part when it ends, god this was a torture to my ears.",2
